Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
    DUV    ; Porto - Bitrigrama ;                         Porto - Nome                          ; Embarcacao - IMO ; Embarcacao - Inscricao ;       Embarcacao - Nome        ; Tripulantes - Embarque ; Tripulantes - Transito ; Tripulantes - Desembarque ; Tripulantes - Total ; Passageiros - Embarque ; Passageiros - Transito ; Passageiros - Desembarque ; Passageiros - Total ;                                                                                  Estadia - Motivos Atracacao                                                                                  ; Estadia - Chegada no Porto ;  Estadia - Atracacao   ; Estadia - Desatracacao ; Estadia - Saida do Porto ; Porto Origem - Bitrigrama ;                   Porto Origem - Nome                   ; Porto Destino - Bitrigrama ;                  Porto Destino - Nome                   
  16302021 ; BRNTR              ; NITERÓI                                                       ;          9188130 ;                        ; BLUE ANGEL                     ;                      0 ;                      1 ;                         0 ;                   1 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-02 06:00:00-03     ; 2021-09-02 06:00:00-03 ;                        ;                          ; BRNTR                     ; NITERÓI                                                 ;                            ; 
  19002021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9424962 ;                        ; SAVEIROS PELICANO              ;                      0 ;                     15 ;                         0 ;                  15 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-15 10:30:00-03     ; 2021-09-15 10:30:00-03 ;                        ;                          ; BRRJ022                   ; PORTO DO AÇU                                            ;                            ; 
  85162021 ; BRRIO              ; RIO DE JANEIRO                                                ;                  ; 3810423131             ; ERIDANUS                       ;                      0 ;                      3 ;                         0 ;                   3 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-07-27 19:00:00-03     ; 2021-07-27 19:00:00-03 ; 2021-09-20 18:00:00-03 ; 2021-09-20 18:00:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ;                            ; 
  85522021 ; BRRIO              ; RIO DE JANEIRO                                                ;          8663573 ;                        ; HANG BO 2002                   ;                      4 ;                      8 ;                         7 ;                  19 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-03-04 03:10:00-03     ; 2021-03-04 03:10:00-03 ; 2021-09-10 07:20:00-03 ; 2021-09-10 07:20:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRPNG                      ; PARANAGUA
  85532021 ; BRRIO              ; RIO DE JANEIRO                                                ;          8663585 ;                        ; HANG BO 2003                   ;                      3 ;                      8 ;                         4 ;                  15 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-03-03 23:45:00-03     ; 2021-03-03 23:45:00-03 ; 2021-09-10 07:30:00-03 ; 2021-09-10 07:30:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRPNG                      ; PARANAGUA
  94382021 ; BRRIO              ; RIO DE JANEIRO                                                ;                  ; 421E000368             ; XIN HAI BENG                   ;                      0 ;                      1 ;                         1 ;                   2 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-03-11 08:55:00-03     ; 2021-03-11 08:55:00-03 ; 2021-09-11 09:00:00-03 ; 2021-09-11 09:00:00-03   ; BRSSZ                     ; SANTOS                                                  ; BRPNG                      ; PARANAGUA
 140062021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9271755 ; 381-050876-4           ; MARLIN FLAMENGO                ;                      0 ;                     14 ;                         0 ;                  14 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-06-17 04:15:00-03     ; 2021-06-17 04:15:00-03 ; 2021-09-13 12:30:00-03 ; 2021-09-13 12:30:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRRIO                      ; RIO DE JANEIRO
 163532021 ; BRSSZ              ; SANTOS                                                        ;          9292759 ;                        ; LUIGI LAGRANGE                 ;                      8 ;                     20 ;                         7 ;                  35 ;                      1 ;                      0 ;                         0 ;                   1 ; Descarga                                                                                                                                                                                      ; 2021-09-09 13:12:00-03     ; 2021-09-18 11:25:00-03 ; 2021-09-20 14:20:00-03 ; 2021-09-20 14:20:00-03   ; ARBHI                     ; BAHIA BLANCA                                            ; BRSUA                      ; SUAPE
 184052021 ; BRRIO              ; RIO DE JANEIRO                                                ;                  ; 3813896935             ; TS ALUCINANTE                  ;                      0 ;                      8 ;                         0 ;                   8 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-06-23 09:40:00-03     ; 2021-06-23 09:40:00-03 ; 2021-09-07 01:55:00-03 ; 2021-09-07 01:55:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRVIX                      ; VITÓRIA
 191472021 ; BRNTR              ; NITERÓI                                                       ;          9626443 ; 12229746-3438794-001   ; BONGO                          ;                      0 ;                     18 ;                         0 ;                  18 ;                      0 ;                     10 ;                         0 ;                  10 ; Off-shore                                                                                                                                                                                     ; 2021-07-14 19:25:00-03     ; 2021-07-14 19:25:00-03 ; 2021-09-15 17:20:00-03 ; 2021-09-15 17:20:00-03   ; BR400                     ; PORTO DO AÇU                                            ; BRRIO                      ; RIO DE JANEIRO
 195592021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9492000 ;                        ; ANGRA DOS REIS                 ;                      3 ;                     21 ;                         3 ;                  27 ;                      0 ;                      0 ;                         0 ;                   0 ; Descarga                                                                                                                                                                                      ; 2021-09-27 17:40:00-03     ; 2021-09-27 17:40:00-03 ; 2021-09-29 19:40:00-03 ; 2021-09-29 19:40:00-03   ; BRSFS                     ; SAO FRANCISCO DO SUL                                    ; BRSUA                      ; SUAPE
 196912021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9687368 ;                        ; BRAM BOA VISTA                 ;                     14 ;                      0 ;                         0 ;                  14 ;                      0 ;                      0 ;                         0 ;                   0 ; Solicitação de certificado                                                                                                                                                                    ; 2021-06-18 10:00:00-03     ; 2021-06-18 10:00:00-03 ; 2021-09-27 21:00:00-03 ; 2021-09-27 21:00:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRMEA001                   ; TERMINAL PETROBRÁS - MACAÉ - RJ
 198212021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9767807 ;                        ; CBO IGUAÇU                     ;                      0 ;                     19 ;                         0 ;                  19 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-20 21:50:00-03     ; 2021-09-20 21:50:00-03 ; 2021-09-22 07:30:00-03 ; 2021-09-22 07:30:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 199782021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9318424 ; 3810515191             ; CBO CHIARA                     ;                      0 ;                     16 ;                         0 ;                  16 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-07-05 07:45:00-03     ; 2021-07-05 07:45:00-03 ; 2021-09-22 09:30:00-03 ; 2021-09-22 09:30:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 202872021 ; BRRIO              ; RIO DE JANEIRO                                                ;                  ; 381-387579-2           ; C - Opala                      ;                      0 ;                      4 ;                         0 ;                   4 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-08-25 10:00:00-03     ; 2021-08-25 10:00:00-03 ; 2021-09-22 11:15:00-03 ; 2021-09-22 11:15:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 202912021 ; BRRIO              ; RIO DE JANEIRO                                                ;                  ; 3813885305             ; C - NITERÓI                    ;                      0 ;                      9 ;                         0 ;                   9 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-08-09 11:40:00-03     ; 2021-08-09 11:40:00-03 ; 2021-09-22 10:45:00-03 ; 2021-09-22 10:45:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 204572021 ; BRSSZ              ; SANTOS                                                        ;          9845099 ;                        ; GW DOLPHIN                     ;                      0 ;                     22 ;                         0 ;                  22 ;                      0 ;                      0 ;                         0 ;                   0 ; Descarga                                                                                                                                                                                      ; 2021-05-21 07:00:00-03     ; 2021-09-03 16:00:00-03 ; 2021-09-07 20:00:00-03 ; 2021-09-07 20:00:00-03   ; USHOU                     ; HOUSTON                                                 ; ARSLO                      ; SAN LORENZO
 208262021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9425540 ;                        ; ENDLESS SUMMER                 ;                      1 ;                     23 ;                         1 ;                  25 ;                      0 ;                      0 ;                         0 ;                   0 ; Carga e Descarga                                                                                                                                                                              ; 2021-09-29 17:05:00-03     ; 2021-09-29 17:05:00-03 ; 2021-10-02 15:50:00-03 ; 2021-10-02 15:50:00-03   ; BRBEL                     ; BELEM                                                   ; BRSSO002                   ; TERMINAL TRANSPETRO - GEBAST - SÃO SEBASTIÃO - SP
 209872021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9630327 ;                        ; GNL 1001                       ;                      0 ;                     14 ;                         0 ;                  14 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-08 13:45:00-03     ; 2021-09-08 13:45:00-03 ; 2021-09-10 20:45:00-03 ; 2021-09-10 20:45:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRRJ022                    ; PORTO DO AÇU
 213132021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9664299 ; 443-048077-0           ; BRAM BRASILIA                  ;                      1 ;                      0 ;                         0 ;                   1 ;                      0 ;                      0 ;                         0 ;                   0 ; Solicitação de certificado                                                                                                                                                                    ; 2021-08-05 05:00:00-03     ; 2021-08-05 05:00:00-03 ; 2021-09-27 18:00:00-03 ; 2021-09-27 18:00:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRRIO                      ; RIO DE JANEIRO
 213232021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9690432 ; 4430483248             ; BRAM BUCCANEER                 ;                      0 ;                     14 ;                         0 ;                  14 ;                      0 ;                      0 ;                         0 ;                   0 ; Solicitação de certificado                                                                                                                                                                    ; 2021-07-10 19:30:00-03     ; 2021-07-10 19:30:00-03 ; 2021-09-27 20:30:00-03 ; 2021-09-27 20:30:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 214152021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9357169 ; 381-0518310            ; ASSO VENTISETTE                ;                      0 ;                     31 ;                        19 ;                  50 ;                      0 ;                      6 ;                         0 ;                   6 ; Off-shore                                                                                                                                                                                     ; 2021-07-30 09:15:00-03     ; 2021-07-30 09:15:00-03 ; 2021-09-05 11:50:00-03 ; 2021-09-05 11:50:00-03   ; BR400                     ; PORTO DO AÇU                                            ; BRRIO                      ; RIO DE JANEIRO
 217062021 ; BRVIX              ; VITÓRIA                                                       ;          9445681 ;                        ; GF ORIENT                      ;                      0 ;                     19 ;                         1 ;                  20 ;                      0 ;                      0 ;                         0 ;                   0 ; Descarga                                                                                                                                                                                      ; 2021-09-04 02:10:00-03     ; 2021-09-04 02:10:00-03 ; 2021-09-11 00:00:00-03 ; 2021-09-11 00:00:00-03   ; SGSIN                     ; SINGAPURA (SINGAPORE)                                   ; BRRIO                      ; RIO DE JANEIRO
 221452021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9270244 ;                        ; HAROLDO RAMOS                  ;                     33 ;                      0 ;                        38 ;                  71 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-18 08:20:00-03     ; 2021-09-18 08:20:00-03 ; 2021-09-19 13:35:00-03 ; 2021-09-19 13:35:00-03   ; BRMEA001                  ; TERMINAL PETROBRÁS - MACAÉ - RJ                         ; BRCAM                      ; BACIA PETROLIFERA DE CAMPOS
 223672021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9827279 ;                        ; CBO CABRÁLIA                   ;                      0 ;                     17 ;                         0 ;                  17 ;                     20 ;                      0 ;                         0 ;                  20 ; Off-shore                                                                                                                                                                                     ; 2021-09-14 09:50:00-03     ; 2021-09-14 09:50:00-03 ; 2021-09-16 17:40:00-03 ; 2021-09-16 17:40:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRMEA001                   ; TERMINAL PETROBRÁS - MACAÉ - RJ
 227872021 ; BRFOR              ; FORTALEZA (MUCURIPE)                                          ;          8126422 ; 4010548118             ; ARIES                          ;                      4 ;                      0 ;                         0 ;                   4 ;                      0 ;                      0 ;                         0 ;                   0 ; Solicitação de certificado                                                                                                                                                                    ; 2021-06-12 07:00:00-03     ; 2021-06-12 07:00:00-03 ; 2021-09-10 15:00:00-03 ; 2021-09-10 15:00:00-03   ; BRFOR                     ; FORTALEZA (MUCURIPE)                                    ; BRFOR                      ; FORTALEZA (MUCURIPE)
 227882021 ; BRFOR              ; FORTALEZA (MUCURIPE)                                          ;                  ; 3410114378             ; TROMBETAS                      ;                      4 ;                      0 ;                         0 ;                   4 ;                      0 ;                      0 ;                         0 ;                   0 ; Solicitação de certificado                                                                                                                                                                    ; 2021-06-11 16:00:00-03     ; 2021-06-11 16:00:00-03 ; 2021-09-10 15:00:00-03 ; 2021-09-10 15:00:00-03   ; BRFOR                     ; FORTALEZA (MUCURIPE)                                    ; BRFOR                      ; FORTALEZA (MUCURIPE)
 232232021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9767819 ; 3813910253             ; CBO XAVANTES                   ;                      0 ;                     19 ;                         0 ;                  19 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-24 09:30:00-03     ; 2021-09-24 09:30:00-03 ; 2021-09-26 14:10:00-03 ; 2021-09-26 14:10:00-03   ; BRACX                     ; PORTO DO AÇU                                            ; BRMEA001                   ; TERMINAL PETROBRÁS - MACAÉ - RJ
 237172021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9788411 ; 4430492191             ; BRAM POWER                     ;                      0 ;                     20 ;                         0 ;                  20 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-27 14:00:00-03     ; 2021-09-27 14:00:00-03 ; 2021-09-27 21:00:00-03 ; 2021-09-27 21:00:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 237252021 ; BRNTR              ; NITERÓI                                                       ;          9514092 ; 4430123438             ; BJ BLUE MARLIN                 ;                      0 ;                      0 ;                         1 ;                   1 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-06-28 14:00:00-03     ; 2021-06-28 14:00:00-03 ; 2021-09-27 18:00:00-03 ; 2021-09-27 18:00:00-03   ; BRNTR                     ; NITERÓI                                                 ; BRRIO                      ; RIO DE JANEIRO
 239422021 ; BRNTR              ; NITERÓI                                                       ;          9765093 ; 3813898113             ; SISTAC VITORIA                 ;                      8 ;                      0 ;                        14 ;                  22 ;                     25 ;                      0 ;                        30 ;                  55 ; Off-shore                                                                                                                                                                                     ; 2021-08-20 11:10:00-03     ; 2021-08-20 11:10:00-03 ; 2021-09-03 22:50:00-03 ; 2021-09-03 22:50:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRNTR                      ; NITERÓI
 240842021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9865635 ;                        ; EAGLE PILAR                    ;                      0 ;                      1 ;                         0 ;                   1 ;                      0 ;                      0 ;                         0 ;                   0 ; Solicitação de certificado                                                                                                                                                                    ; 2021-06-22 07:00:00-03     ; 2021-06-22 07:00:00-03 ; 2021-09-21 12:00:00-03 ; 2021-09-21 12:00:00-03   ; BR400001                  ; TERMINAL DE MINERIO FERROPORT - PORTO DO AÇU            ; BRCAM                      ; BACIA PETROLIFERA DE CAMPOS
 243452021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9318424 ; 3810515191             ; CBO CHIARA                     ;                      0 ;                     17 ;                         0 ;                  17 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-22 16:55:00-03     ; 2021-09-22 16:55:00-03 ; 2021-09-22 23:05:00-03 ; 2021-09-22 23:05:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 247452021 ; BRMEA001           ; TERMINAL PETROBRÁS - MACAÉ - RJ                               ;          9642590 ;                        ; PINGUIM                        ;                      0 ;                     15 ;                         0 ;                  15 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-15 08:30:00-03     ; 2021-09-15 08:30:00-03 ; 2021-09-15 13:55:00-03 ; 2021-09-15 13:55:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRMEA001                   ; TERMINAL PETROBRÁS - MACAÉ - RJ
 248322021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9723253 ; 9723253                ; HUNGARY                        ;                      0 ;                     21 ;                         0 ;                  21 ;                      0 ;                      0 ;                         0 ;                   0 ; Carga e Descarga                                                                                                                                                                              ; 2021-09-15 08:10:00-03     ; 2021-09-15 08:10:00-03 ; 2021-09-16 06:00:00-03 ; 2021-09-16 06:00:00-03   ; FRLEH                     ; LE HAVRE                                                ; BRSSZ                      ; SANTOS
 248432021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9612777 ; 9612777                ; SAN ANTONIO EXPRESS            ;                      0 ;                     25 ;                         0 ;                  25 ;                      0 ;                      0 ;                         0 ;                   0 ; Carga e Descarga                                                                                                                                                                              ; 2021-09-18 05:55:00-03     ; 2021-09-18 05:55:00-03 ; 2021-09-18 13:10:00-03 ; 2021-09-18 13:10:00-03   ; BRIOA001                  ; TERMINAL DE ITAPOA - SC                                 ; BRSSZ                      ; SANTOS
 251752018 ; BRSUA              ; SUAPE                                                         ;          9639012 ; 381388208-0            ; GODOFREDO                      ;                     10 ;                      0 ;                         0 ;                  10 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2018-08-23 17:55:00-03     ; 2018-08-23 17:55:00-03 ; 2021-09-18 21:15:00-03 ; 2021-09-18 21:15:00-03   ; BRPEC                     ; PECEM                                                   ; BRRIO                      ; RIO DE JANEIRO
 252462021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9578907 ;                        ; CBO ATLÂNTICO                  ;                      0 ;                      1 ;                         0 ;                   1 ;                      0 ;                      0 ;                         0 ;                   0 ; Solicitação de certificado                                                                                                                                                                    ; 2021-07-08 15:30:00-03     ; 2021-07-08 15:30:00-03 ; 2021-09-22 10:35:00-03 ; 2021-09-22 10:35:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRRJ022                    ; PORTO DO AÇU
 253262021 ; BRRIO              ; RIO DE JANEIRO                                                ;                  ; 163.004596-9           ; COSTA BRASILEIRA               ;                      0 ;                      5 ;                         0 ;                   5 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-06-18 18:00:00-03     ; 2021-06-18 18:00:00-03 ; 2021-09-03 12:00:00-03 ; 2021-09-03 12:00:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRVIX008                   ; CIA PORTUARIA VILA VELHA - CPVV - ES
 253392021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9702766 ; 381E010911             ; SAPURA RUBI                    ;                      0 ;                     17 ;                         0 ;                  17 ;                      0 ;                     52 ;                         0 ;                  52 ; Off-shore                                                                                                                                                                                     ; 2021-09-18 17:25:00-03     ; 2021-09-18 17:25:00-03 ; 2021-10-05 14:30:00-03 ; 2021-10-07 23:15:00-03   ; BRVIX                     ; VITÓRIA                                                 ; BRCAM                      ; BACIA PETROLIFERA DE CAMPOS
 254812021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9788409 ; 4430491321             ; BRAM FORCE                     ;                      0 ;                      1 ;                         0 ;                   1 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-08-24 22:00:00-03     ; 2021-08-24 22:00:00-03 ; 2021-09-27 21:00:00-03 ; 2021-09-27 21:00:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRMEA001                   ; TERMINAL PETROBRÁS - MACAÉ - RJ
 255182021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9513438 ;                        ; DAN SABIA                      ;                      0 ;                     25 ;                         0 ;                  25 ;                      0 ;                      0 ;                         0 ;                   0 ; Descarga                                                                                                                                                                                      ; 2021-09-11 14:25:00-03     ; 2021-09-11 14:25:00-03 ; 2021-09-12 18:50:00-03 ; 2021-09-12 18:50:00-03   ; BRCAM                     ; BACIA PETROLIFERA DE CAMPOS                             ; BRSSO002                   ; TERMINAL TRANSPETRO - GEBAST - SÃO SEBASTIÃO - SP
 255742021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9797515 ; 3813902510             ; C TURMALINA                    ;                      0 ;                      8 ;                         0 ;                   8 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-07-13 15:00:00-03     ; 2021-07-13 15:00:00-03 ; 2021-09-22 11:45:00-03 ; 2021-09-22 11:45:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 258352021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9703162 ; 3813902226             ; ASGAARD SOPHIA                 ;                     14 ;                      0 ;                         0 ;                  14 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-06-20 19:15:00-03     ; 2021-06-20 19:15:00-03 ; 2021-09-10 17:40:00-03 ; 2021-09-11 10:45:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 263952021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9827281 ;                        ; CBO TERRA BRASILIS             ;                      0 ;                     18 ;                         0 ;                  18 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-01 06:45:00-03     ; 2021-09-01 06:45:00-03 ; 2021-09-01 20:30:00-03 ; 2021-09-01 20:30:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRRIO                      ; RIO DE JANEIRO
 264762021 ; BRFOR              ; FORTALEZA (MUCURIPE)                                          ;                  ; 4430482756             ; LH PROGRESSO                   ;                      0 ;                      9 ;                         0 ;                   9 ;                      0 ;                      0 ;                         0 ;                   0 ; Abastecimento (Bunker)                                                                                                                                                                        ; 2021-07-14 08:25:00-03     ; 2021-07-14 08:25:00-03 ; 2021-09-08 01:15:00-03 ; 2021-09-08 01:15:00-03   ; BRFOR                     ; FORTALEZA (MUCURIPE)                                    ; BRRIO                      ; RIO DE JANEIRO
 264942021 ; BRMEA001           ; TERMINAL PETROBRÁS - MACAÉ - RJ                               ;          9759472 ; 4430489017             ; STARNAV CEPHEUS                ;                      0 ;                     14 ;                         0 ;                  14 ;                      0 ;                     17 ;                         0 ;                  17 ; Off-shore                                                                                                                                                                                     ; 2021-09-20 13:30:00-03     ; 2021-09-20 13:30:00-03 ;                        ;                          ; BRRIO                     ; RIO DE JANEIRO                                          ;                            ; 
 265612021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9596844 ; 9596844                ; BARBOSA LIMA SOBRINHO          ;                     14 ;                      9 ;                        13 ;                  36 ;                      4 ;                      0 ;                         0 ;                   4 ; Descarga                                                                                                                                                                                      ; 2021-08-15 21:00:00-03     ; 2021-08-15 21:00:00-03 ; 2021-09-20 15:30:00-03 ; 2021-09-20 15:30:00-03   ; BRPNG                     ; PARANAGUA                                               ; BRRCH                      ; BARRA DO RIACHO - CODESA
 266532021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9788409 ; 4430491321             ; BRAM FORCE                     ;                     20 ;                      0 ;                        23 ;                  43 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-29 18:10:00-03     ; 2021-09-29 18:10:00-03 ; 2021-10-02 09:45:00-03 ; 2021-10-02 09:45:00-03   ; BRMEA001                  ; TERMINAL PETROBRÁS - MACAÉ - RJ                         ; BRMEA001                   ; TERMINAL PETROBRÁS - MACAÉ - RJ
 266732021 ; BRRIO              ; RIO DE JANEIRO                                                ;                  ; 3813879631             ; NEW TROVÃO                     ;                      0 ;                      9 ;                         0 ;                   9 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-11 06:00:00-03     ; 2021-09-11 06:00:00-03 ; 2021-09-11 14:40:00-03 ; 2021-09-11 14:40:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRPNG                      ; PARANAGUA
 268792021 ; BRMEA001           ; TERMINAL PETROBRÁS - MACAÉ - RJ                               ;          9439917 ;                        ; GH EXPLORER                    ;                      0 ;                     17 ;                         0 ;                  17 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-09 19:30:00-03     ; 2021-09-10 06:50:00-03 ; 2021-09-11 05:20:00-03 ; 2021-09-11 05:20:00-03   ; BRRJ022                   ; PORTO DO AÇU                                            ; BRRIO                      ; RIO DE JANEIRO
 268952021 ; BRRJ022            ; PORTO DO AÇU                                                  ;          9188130 ;                        ; BLUE ANGEL                     ;                      0 ;                     17 ;                         0 ;                  17 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-09-16 18:20:00-03     ; 2021-09-16 18:20:00-03 ; 2021-09-17 08:40:00-03 ; 2021-09-17 08:40:00-03   ; BRNTR                     ; NITERÓI                                                 ; BRRJ022                    ; PORTO DO AÇU
 269472021 ; BRMEA001           ; TERMINAL PETROBRÁS - MACAÉ - RJ                               ;          9680176 ;                        ; BRUCE KAY                      ;                      0 ;                     14 ;                         0 ;                  14 ;                      0 ;                      1 ;                         0 ;                   1 ; Off-shore                                                                                                                                                                                     ; 2021-09-19 05:30:00-03     ; 2021-09-21 08:30:00-03 ;                        ;                          ; BRRIO                     ; RIO DE JANEIRO                                          ;                            ; 
 271542021 ; BRRIO              ; RIO DE JANEIRO                                                ;          9440693 ;                        ; BIGUA                          ;                      0 ;                     14 ;                         0 ;                  14 ;                      0 ;                      0 ;                         0 ;                   0 ; Off-shore                                                                                                                                                                                     ; 2021-07-09 13:35:00-03     ; 2021-07-09 13:35:00-03 ; 2021-09-15 12:45:00-03 ; 2021-09-15 12:45:00-03   ; BRRIO                     ; RIO DE JANEIRO                                          ; BRRIO                      ; RIO DE JANEIRO
 272092021 ; BRVIX              ; VITÓRIA                                                       ;          9416458 ;                        ; LADY SINEM                     ;                     18 ;                      0 ;                        32 ;                  50 ;                      0 ;                      0 ;                         0 ;                   0 ; Descarga                                                                                                                                                                                      ; 2021-09-30 22:20:00-03     ; 2021-09-30 22:20:00-03 ; 2021-10-05 23:50:00-03 ; 2021-10-05 23:50:00-03   ; COBAQ                     ; BARRANQUILLA                                            ; BRRIO                      ; RIO DE JANEIRO
